Date,Currency,Exchange,Sql Date Format
13-12-2015,USD,1,13-12-2015
13-12-2015,CAD,1.3664,13-12-2015
13-12-2015,AUD,1.3863,13-12-2015
13-12-2015,EUR,0.9132,13-12-2015
13-12-2015,GBP,0.6597,13-12-2015
14-12-2015,USD,1,14-12-2015
14-12-2015,CAD,1.3754,14-12-2015
14-12-2015,AUD,1.3868,14-12-2015
14-12-2015,EUR,0.9105,14-12-2015
14-12-2015,GBP,0.661,14-12-2015
15-12-2015,USD,1,15-12-2015
15-12-2015,CAD,1.3712,15-12-2015
15-12-2015,AUD,1.3831,15-12-2015
15-12-2015,EUR,0.9099,15-12-2015
15-12-2015,GBP,0.6599,15-12-2015
16-12-2015,USD,1,16-12-2015
16-12-2015,CAD,1.3766,16-12-2015
16-12-2015,AUD,1.389,16-12-2015
16-12-2015,EUR,0.9147,16-12-2015
16-12-2015,GBP,0.6661,16-12-2015
17-12-2015,USD,1,17-12-2015
17-12-2015,CAD,1.3832,17-12-2015
17-12-2015,AUD,1.3926,17-12-2015
17-12-2015,EUR,0.9224,17-12-2015
17-12-2015,GBP,0.6702,17-12-2015
18-12-2015,USD,1,18-12-2015
18-12-2015,CAD,1.3956,18-12-2015
18-12-2015,AUD,1.4033,18-12-2015
18-12-2015,EUR,0.9228,18-12-2015
18-12-2015,GBP,0.6706,18-12-2015
19-12-2015,USD,1,19-12-2015
19-12-2015,CAD,1.3956,19-12-2015
19-12-2015,AUD,1.4033,19-12-2015
19-12-2015,EUR,0.9228,19-12-2015
19-12-2015,GBP,0.6706,19-12-2015
20-12-2015,USD,1,20-12-2015
20-12-2015,CAD,1.3956,20-12-2015
20-12-2015,AUD,1.4033,20-12-2015
20-12-2015,EUR,0.9228,20-12-2015
20-12-2015,GBP,0.6706,20-12-2015
21-12-2015,USD,1,21-12-2015
21-12-2015,CAD,1.3955,21-12-2015
21-12-2015,AUD,1.3954,21-12-2015
21-12-2015,EUR,0.92,21-12-2015
21-12-2015,GBP,0.6714,21-12-2015
22-12-2015,USD,1,22-12-2015
22-12-2015,CAD,1.3917,22-12-2015
22-12-2015,AUD,1.3796,22-12-2015
22-12-2015,EUR,0.9131,22-12-2015
22-12-2015,GBP,0.6722,22-12-2015
23-12-2015,USD,1,23-12-2015
23-12-2015,CAD,1.3903,23-12-2015
23-12-2015,AUD,1.3847,23-12-2015
23-12-2015,EUR,0.9161,23-12-2015
23-12-2015,GBP,0.6715,23-12-2015
24-12-2015,USD,1,24-12-2015
24-12-2015,CAD,1.387,24-12-2015
24-12-2015,AUD,1.377,24-12-2015
24-12-2015,EUR,0.9135,24-12-2015
24-12-2015,GBP,0.6707,24-12-2015
25-12-2015,USD,1,25-12-2015
25-12-2015,CAD,1.387,25-12-2015
25-12-2015,AUD,1.377,25-12-2015
25-12-2015,EUR,0.9135,25-12-2015
25-12-2015,GBP,0.6707,25-12-2015
26-12-2015,USD,1,26-12-2015
26-12-2015,CAD,1.387,26-12-2015
26-12-2015,AUD,1.377,26-12-2015
26-12-2015,EUR,0.9135,26-12-2015
26-12-2015,GBP,0.6707,26-12-2015
27-12-2015,USD,1,27-12-2015
27-12-2015,CAD,1.387,27-12-2015
27-12-2015,AUD,1.377,27-12-2015
27-12-2015,EUR,0.9135,27-12-2015
27-12-2015,GBP,0.6707,27-12-2015
28-12-2015,USD,1,28-12-2015
28-12-2015,CAD,1.3872,28-12-2015
28-12-2015,AUD,1.3765,28-12-2015
28-12-2015,EUR,0.9122,28-12-2015
28-12-2015,GBP,0.6708,28-12-2015
29-12-2015,USD,1,29-12-2015
29-12-2015,CAD,1.3916,29-12-2015
29-12-2015,AUD,1.3747,29-12-2015
29-12-2015,EUR,0.9131,29-12-2015
29-12-2015,GBP,0.6757,29-12-2015
30-12-2015,USD,1,30-12-2015
30-12-2015,CAD,1.3885,30-12-2015
30-12-2015,AUD,1.372,30-12-2015
30-12-2015,EUR,0.9152,30-12-2015
30-12-2015,GBP,0.6754,30-12-2015
31-12-2015,USD,1,31-12-2015
31-12-2015,CAD,1.3884,31-12-2015
31-12-2015,AUD,1.3683,31-12-2015
31-12-2015,EUR,0.9185,31-12-2015
31-12-2015,GBP,0.6742,31-12-2015
01-01-2016,USD,1,01-01-2016
01-01-2016,CAD,1.3884,01-01-2016
01-01-2016,AUD,1.3683,01-01-2016
01-01-2016,EUR,0.9185,01-01-2016
01-01-2016,GBP,0.6742,01-01-2016
01-02-2016,USD,1,01-02-2016
01-02-2016,CAD,1.3884,01-02-2016
01-02-2016,AUD,1.3683,01-02-2016
01-02-2016,EUR,0.9185,01-02-2016
01-02-2016,GBP,0.6742,01-02-2016
01-03-2016,USD,1,01-03-2016
01-03-2016,CAD,1.3884,01-03-2016
01-03-2016,AUD,1.3683,01-03-2016
01-03-2016,EUR,0.9185,01-03-2016
01-03-2016,GBP,0.6742,01-03-2016
01-04-2016,USD,1,01-04-2016
01-04-2016,CAD,1.3922,01-04-2016
01-04-2016,AUD,1.3904,01-04-2016
01-04-2016,EUR,0.9176,01-04-2016
01-04-2016,GBP,0.6773,01-04-2016
01-05-2016,USD,1,01-05-2016
01-05-2016,CAD,1.3936,01-05-2016
01-05-2016,AUD,1.3942,01-05-2016
01-05-2016,EUR,0.9306,01-05-2016
01-05-2016,GBP,0.6815,01-05-2016
01-06-2016,USD,1,01-06-2016
01-06-2016,CAD,1.4091,01-06-2016
01-06-2016,AUD,1.4138,01-06-2016
01-06-2016,EUR,0.9309,01-06-2016
01-06-2016,GBP,0.6837,01-06-2016
01-07-2016,USD,1,01-07-2016
01-07-2016,CAD,1.4133,01-07-2016
01-07-2016,AUD,1.4308,01-07-2016
01-07-2016,EUR,0.9201,01-07-2016
01-07-2016,GBP,0.6859,01-07-2016
01-08-2016,USD,1,01-08-2016
01-08-2016,CAD,1.4106,01-08-2016
01-08-2016,AUD,1.4267,01-08-2016
01-08-2016,EUR,0.9207,01-08-2016
01-08-2016,GBP,0.6861,01-08-2016
01-09-2016,USD,1,01-09-2016
01-09-2016,CAD,1.4106,01-09-2016
01-09-2016,AUD,1.4267,01-09-2016
01-09-2016,EUR,0.9207,01-09-2016
01-09-2016,GBP,0.6861,01-09-2016
01-10-2016,USD,1,01-10-2016
01-10-2016,CAD,1.4106,01-10-2016
01-10-2016,AUD,1.4267,01-10-2016
01-10-2016,EUR,0.9207,01-10-2016
01-10-2016,GBP,0.6861,01-10-2016
01-11-2016,USD,1,01-11-2016
01-11-2016,CAD,1.4085,01-11-2016
01-11-2016,AUD,1.4251,01-11-2016
01-11-2016,EUR,0.9184,01-11-2016
01-11-2016,GBP,0.6861,01-11-2016
01-12-2016,USD,1,01-12-2016
01-12-2016,CAD,1.4184,01-12-2016
01-12-2016,AUD,1.4267,01-12-2016
01-12-2016,EUR,0.9228,01-12-2016
01-12-2016,GBP,0.6929,01-12-2016
13-01-2016,USD,1,13-01-2016
13-01-2016,CAD,1.4221,13-01-2016
13-01-2016,AUD,1.425,13-01-2016
13-01-2016,EUR,0.9246,13-01-2016
13-01-2016,GBP,0.6936,13-01-2016
14-01-2016,USD,1,14-01-2016
14-01-2016,CAD,1.4364,14-01-2016
14-01-2016,AUD,1.4408,14-01-2016
14-01-2016,EUR,0.918,14-01-2016
14-01-2016,GBP,0.695,14-01-2016
15-01-2016,USD,1,15-01-2016
15-01-2016,CAD,1.4522,15-01-2016
15-01-2016,AUD,1.4564,15-01-2016
15-01-2016,EUR,0.9163,15-01-2016
15-01-2016,GBP,0.6977,15-01-2016
16-01-2016,USD,1,16-01-2016
16-01-2016,CAD,1.4522,16-01-2016
16-01-2016,AUD,1.4564,16-01-2016
16-01-2016,EUR,0.9163,16-01-2016
16-01-2016,GBP,0.6977,16-01-2016
17-01-2016,USD,1,17-01-2016
17-01-2016,CAD,1.4522,17-01-2016
17-01-2016,AUD,1.4564,17-01-2016
17-01-2016,EUR,0.9163,17-01-2016
17-01-2016,GBP,0.6977,17-01-2016
18-01-2016,USD,1,18-01-2016
18-01-2016,CAD,1.4506,18-01-2016
18-01-2016,AUD,1.4515,18-01-2016
18-01-2016,EUR,0.9181,18-01-2016
18-01-2016,GBP,0.7002,18-01-2016
19-01-2016,USD,1,19-01-2016
19-01-2016,CAD,1.4492,19-01-2016
19-01-2016,AUD,1.4421,19-01-2016
19-01-2016,EUR,0.9201,19-01-2016
19-01-2016,GBP,0.7037,19-01-2016
20-01-2016,USD,1,20-01-2016
20-01-2016,CAD,1.4637,20-01-2016
20-01-2016,AUD,1.4592,20-01-2016
20-01-2016,EUR,0.9168,20-01-2016
20-01-2016,GBP,0.706,20-01-2016
21-01-2016,USD,1,21-01-2016
21-01-2016,CAD,1.4459,21-01-2016
21-01-2016,AUD,1.4463,21-01-2016
21-01-2016,EUR,0.918,21-01-2016
21-01-2016,GBP,0.7085,21-01-2016
22-01-2016,USD,1,22-01-2016
22-01-2016,CAD,1.4171,22-01-2016
22-01-2016,AUD,1.423,22-01-2016
22-01-2016,EUR,0.9252,22-01-2016
22-01-2016,GBP,0.6982,22-01-2016
23-01-2016,USD,1,23-01-2016
23-01-2016,CAD,1.4171,23-01-2016
23-01-2016,AUD,1.423,23-01-2016
23-01-2016,EUR,0.9252,23-01-2016
23-01-2016,GBP,0.6982,23-01-2016
24-01-2016,USD,1,24-01-2016
24-01-2016,CAD,1.4171,24-01-2016
24-01-2016,AUD,1.423,24-01-2016
24-01-2016,EUR,0.9252,24-01-2016
24-01-2016,GBP,0.6982,24-01-2016
25-01-2016,USD,1,25-01-2016
25-01-2016,CAD,1.4194,25-01-2016
25-01-2016,AUD,1.4328,25-01-2016
25-01-2016,EUR,0.9246,25-01-2016
25-01-2016,GBP,0.7017,25-01-2016
26-01-2016,USD,1,26-01-2016
26-01-2016,CAD,1.4221,26-01-2016
26-01-2016,AUD,1.4349,26-01-2016
26-01-2016,EUR,0.9228,26-01-2016
26-01-2016,GBP,0.7022,26-01-2016
27-01-2016,USD,1,27-01-2016
27-01-2016,CAD,1.4081,27-01-2016
27-01-2016,AUD,1.42,27-01-2016
27-01-2016,EUR,0.9184,27-01-2016
27-01-2016,GBP,0.6977,27-01-2016
28-01-2016,USD,1,28-01-2016
28-01-2016,CAD,1.4085,28-01-2016
28-01-2016,AUD,1.4142,28-01-2016
28-01-2016,EUR,0.9172,28-01-2016
28-01-2016,GBP,0.6991,28-01-2016
29-01-2016,USD,1,29-01-2016
29-01-2016,CAD,1.4069,29-01-2016
29-01-2016,AUD,1.4092,29-01-2016
29-01-2016,EUR,0.9158,29-01-2016
29-01-2016,GBP,0.6997,29-01-2016
30-01-2016,USD,1,30-01-2016
30-01-2016,CAD,1.4069,30-01-2016
30-01-2016,AUD,1.4092,30-01-2016
30-01-2016,EUR,0.9158,30-01-2016
30-01-2016,GBP,0.6997,30-01-2016
31-01-2016,USD,1,31-01-2016
31-01-2016,CAD,1.4069,31-01-2016
31-01-2016,AUD,1.4092,31-01-2016
31-01-2016,EUR,0.9158,31-01-2016
31-01-2016,GBP,0.6997,31-01-2016
02-01-2016,USD,1,02-01-2016
02-01-2016,CAD,1.4014,02-01-2016
02-01-2016,AUD,1.4128,02-01-2016
02-01-2016,EUR,0.9188,02-01-2016
02-01-2016,GBP,0.6992,02-01-2016
02-02-2016,USD,1,02-02-2016
02-02-2016,CAD,1.4005,02-02-2016
02-02-2016,AUD,1.4173,02-02-2016
02-02-2016,EUR,0.9158,02-02-2016
02-02-2016,GBP,0.6948,02-02-2016
02-03-2016,USD,1,02-03-2016
02-03-2016,CAD,1.3934,02-03-2016
02-03-2016,AUD,1.4163,02-03-2016
02-03-2016,EUR,0.9147,02-03-2016
02-03-2016,GBP,0.689,02-03-2016
02-04-2016,USD,1,02-04-2016
02-04-2016,CAD,1.3712,02-04-2016
02-04-2016,AUD,1.3873,02-04-2016
02-04-2016,EUR,0.8924,02-04-2016
02-04-2016,GBP,0.6835,02-04-2016
02-05-2016,USD,1,02-05-2016
02-05-2016,CAD,1.3751,02-05-2016
02-05-2016,AUD,1.3911,02-05-2016
02-05-2016,EUR,0.8927,02-05-2016
02-05-2016,GBP,0.6872,02-05-2016
02-06-2016,USD,1,02-06-2016
02-06-2016,CAD,1.3751,02-06-2016
02-06-2016,AUD,1.3911,02-06-2016
02-06-2016,EUR,0.8927,02-06-2016
02-06-2016,GBP,0.6872,02-06-2016
02-07-2016,USD,1,02-07-2016
02-07-2016,CAD,1.3751,02-07-2016
02-07-2016,AUD,1.3911,02-07-2016
02-07-2016,EUR,0.8927,02-07-2016
02-07-2016,GBP,0.6872,02-07-2016
02-08-2016,USD,1,02-08-2016
02-08-2016,CAD,1.3951,02-08-2016
02-08-2016,AUD,1.4166,02-08-2016
02-08-2016,EUR,0.9008,02-08-2016
02-08-2016,GBP,0.6958,02-08-2016
02-09-2016,USD,1,02-09-2016
02-09-2016,CAD,1.3904,02-09-2016
02-09-2016,AUD,1.4314,02-09-2016
02-09-2016,EUR,0.89,02-09-2016
02-09-2016,GBP,0.6937,02-09-2016
02-10-2016,USD,1,02-10-2016
02-10-2016,CAD,1.3859,02-10-2016
02-10-2016,AUD,1.4078,02-10-2016
02-10-2016,EUR,0.8883,02-10-2016
02-10-2016,GBP,0.6869,02-10-2016
02-11-2016,USD,1,02-11-2016
02-11-2016,CAD,1.3961,02-11-2016
02-11-2016,AUD,1.4117,02-11-2016
02-11-2016,EUR,0.8813,02-11-2016
02-11-2016,GBP,0.6939,02-11-2016
02-12-2016,USD,1,02-12-2016
02-12-2016,CAD,1.3923,02-12-2016
02-12-2016,AUD,1.4103,02-12-2016
02-12-2016,EUR,0.8869,02-12-2016
02-12-2016,GBP,0.6894,02-12-2016
13-02-2016,USD,1,13-02-2016
13-02-2016,CAD,1.3923,13-02-2016
13-02-2016,AUD,1.4103,13-02-2016
13-02-2016,EUR,0.8869,13-02-2016
13-02-2016,GBP,0.6894,13-02-2016
14-02-2016,USD,1,14-02-2016
14-02-2016,CAD,1.3923,14-02-2016
14-02-2016,AUD,1.4103,14-02-2016
14-02-2016,EUR,0.8869,14-02-2016
14-02-2016,GBP,0.6894,14-02-2016
15-02-2016,USD,1,15-02-2016
15-02-2016,CAD,1.3823,15-02-2016
15-02-2016,AUD,1.3975,15-02-2016
15-02-2016,EUR,0.8945,15-02-2016
15-02-2016,GBP,0.6905,15-02-2016
16-02-2016,USD,1,16-02-2016
16-02-2016,CAD,1.3819,16-02-2016
16-02-2016,AUD,1.3975,16-02-2016
16-02-2016,EUR,0.8956,16-02-2016
16-02-2016,GBP,0.6948,16-02-2016
17-02-2016,USD,1,17-02-2016
17-02-2016,CAD,1.3817,17-02-2016
17-02-2016,AUD,1.4035,17-02-2016
17-02-2016,EUR,0.898,17-02-2016
17-02-2016,GBP,0.6989,17-02-2016
18-02-2016,USD,1,18-02-2016
18-02-2016,CAD,1.3685,18-02-2016
18-02-2016,AUD,1.3981,18-02-2016
18-02-2016,EUR,0.9022,18-02-2016
18-02-2016,GBP,0.696,18-02-2016
19-02-2016,USD,1,19-02-2016
19-02-2016,CAD,1.3765,19-02-2016
19-02-2016,AUD,1.4064,19-02-2016
19-02-2016,EUR,0.9012,19-02-2016
19-02-2016,GBP,0.7004,19-02-2016
20-02-2016,USD,1,20-02-2016
20-02-2016,CAD,1.3765,20-02-2016
20-02-2016,AUD,1.4064,20-02-2016
20-02-2016,EUR,0.9012,20-02-2016
20-02-2016,GBP,0.7004,20-02-2016
21-02-2016,USD,1,21-02-2016
21-02-2016,CAD,1.3765,21-02-2016
21-02-2016,AUD,1.4064,21-02-2016
21-02-2016,EUR,0.9012,21-02-2016
21-02-2016,GBP,0.7004,21-02-2016
22-02-2016,USD,1,22-02-2016
22-02-2016,CAD,1.372,22-02-2016
22-02-2016,AUD,1.3896,22-02-2016
22-02-2016,EUR,0.9069,22-02-2016
22-02-2016,GBP,0.7096,22-02-2016
23-02-2016,USD,1,23-02-2016
23-02-2016,CAD,1.3739,23-02-2016
23-02-2016,AUD,1.3817,23-02-2016
23-02-2016,EUR,0.9089,23-02-2016
23-02-2016,GBP,0.7088,23-02-2016
24-02-2016,USD,1,24-02-2016
24-02-2016,CAD,1.3839,24-02-2016
24-02-2016,AUD,1.395,24-02-2016
24-02-2016,EUR,0.9107,24-02-2016
24-02-2016,GBP,0.7188,24-02-2016
25-02-2016,USD,1,25-02-2016
25-02-2016,CAD,1.3626,25-02-2016
25-02-2016,AUD,1.3868,25-02-2016
25-02-2016,EUR,0.9069,25-02-2016
25-02-2016,GBP,0.7157,25-02-2016
26-02-2016,USD,1,26-02-2016
26-02-2016,CAD,1.3546,26-02-2016
26-02-2016,AUD,1.3879,26-02-2016
26-02-2016,EUR,0.9086,26-02-2016
26-02-2016,GBP,0.7155,26-02-2016
27-02-2016,USD,1,27-02-2016
27-02-2016,CAD,1.3546,27-02-2016
27-02-2016,AUD,1.3879,27-02-2016
27-02-2016,EUR,0.9086,27-02-2016
27-02-2016,GBP,0.7155,27-02-2016
28-02-2016,USD,1,28-02-2016
28-02-2016,CAD,1.3546,28-02-2016
28-02-2016,AUD,1.3879,28-02-2016
28-02-2016,EUR,0.9086,28-02-2016
28-02-2016,GBP,0.7155,28-02-2016
29-02-2016,USD,1,29-02-2016
29-02-2016,CAD,1.3563,29-02-2016
29-02-2016,AUD,1.4015,29-02-2016
29-02-2016,EUR,0.9184,29-02-2016
29-02-2016,GBP,0.7217,29-02-2016
03-01-2016,USD,1,03-01-2016
03-01-2016,CAD,1.352,03-01-2016
03-01-2016,AUD,1.3977,03-01-2016
03-01-2016,EUR,0.9198,03-01-2016
03-01-2016,GBP,0.7156,03-01-2016
03-02-2016,USD,1,03-02-2016
03-02-2016,CAD,1.3444,03-02-2016
03-02-2016,AUD,1.3826,03-02-2016
03-02-2016,EUR,0.9211,03-02-2016
03-02-2016,GBP,0.7131,03-02-2016
03-03-2016,USD,1,03-03-2016
03-03-2016,CAD,1.3434,03-03-2016
03-03-2016,AUD,1.3624,03-03-2016
03-03-2016,EUR,0.9173,03-03-2016
03-03-2016,GBP,0.7103,03-03-2016
03-04-2016,USD,1,03-04-2016
03-04-2016,CAD,1.3416,03-04-2016
03-04-2016,AUD,1.3545,03-04-2016
03-04-2016,EUR,0.9116,03-04-2016
03-04-2016,GBP,0.7063,03-04-2016
03-05-2016,USD,1,03-05-2016
03-05-2016,CAD,1.3416,03-05-2016
03-05-2016,AUD,1.3545,03-05-2016
03-05-2016,EUR,0.9116,03-05-2016
03-05-2016,GBP,0.7063,03-05-2016
03-06-2016,USD,1,03-06-2016
03-06-2016,CAD,1.3416,03-06-2016
03-06-2016,AUD,1.3545,03-06-2016
03-06-2016,EUR,0.9116,03-06-2016
03-06-2016,GBP,0.7063,03-06-2016
03-07-2016,USD,1,03-07-2016
03-07-2016,CAD,1.3377,03-07-2016
03-07-2016,AUD,1.349,03-07-2016
03-07-2016,EUR,0.913,03-07-2016
03-07-2016,GBP,0.707,03-07-2016
03-08-2016,USD,1,03-08-2016
03-08-2016,CAD,1.3325,03-08-2016
03-08-2016,AUD,1.3415,03-08-2016
03-08-2016,EUR,0.9068,03-08-2016
03-08-2016,GBP,0.7037,03-08-2016
03-09-2016,USD,1,03-09-2016
03-09-2016,CAD,1.3401,03-09-2016
03-09-2016,AUD,1.3351,03-09-2016
03-09-2016,EUR,0.9113,03-09-2016
03-09-2016,GBP,0.703,03-09-2016
03-10-2016,USD,1,03-10-2016
03-10-2016,CAD,1.3285,03-10-2016
03-10-2016,AUD,1.3376,03-10-2016
03-10-2016,EUR,0.9211,03-10-2016
03-10-2016,GBP,0.7067,03-10-2016
03-11-2016,USD,1,03-11-2016
03-11-2016,CAD,1.3253,03-11-2016
03-11-2016,AUD,1.3315,03-11-2016
03-11-2016,EUR,0.9017,03-11-2016
03-11-2016,GBP,0.6997,03-11-2016
03-12-2016,USD,1,03-12-2016
03-12-2016,CAD,1.3253,03-12-2016
03-12-2016,AUD,1.3315,03-12-2016
03-12-2016,EUR,0.9017,03-12-2016
03-12-2016,GBP,0.6997,03-12-2016
13-03-2016,USD,1,13-03-2016
13-03-2016,CAD,1.3253,13-03-2016
13-03-2016,AUD,1.3315,13-03-2016
13-03-2016,EUR,0.9017,13-03-2016
13-03-2016,GBP,0.6997,13-03-2016
14-03-2016,USD,1,14-03-2016
14-03-2016,CAD,1.3254,14-03-2016
14-03-2016,AUD,1.327,14-03-2016
14-03-2016,EUR,0.8994,14-03-2016
14-03-2016,GBP,0.6964,14-03-2016
15-03-2016,USD,1,15-03-2016
15-03-2016,CAD,1.3351,15-03-2016
15-03-2016,AUD,1.3392,15-03-2016
15-03-2016,EUR,0.9002,15-03-2016
15-03-2016,GBP,0.7054,15-03-2016
16-03-2016,USD,1,16-03-2016
16-03-2016,CAD,1.3375,16-03-2016
16-03-2016,AUD,1.3477,16-03-2016
16-03-2016,EUR,0.9038,16-03-2016
16-03-2016,GBP,0.7116,16-03-2016
17-03-2016,USD,1,17-03-2016
17-03-2016,CAD,1.2997,17-03-2016
17-03-2016,AUD,1.3109,17-03-2016
17-03-2016,EUR,0.8841,17-03-2016
17-03-2016,GBP,0.6915,17-03-2016
18-03-2016,USD,1,18-03-2016
18-03-2016,CAD,1.2968,18-03-2016
18-03-2016,AUD,1.3125,18-03-2016
18-03-2016,EUR,0.8866,18-03-2016
18-03-2016,GBP,0.6903,18-03-2016
19-03-2016,USD,1,19-03-2016
19-03-2016,CAD,1.2968,19-03-2016
19-03-2016,AUD,1.3125,19-03-2016
19-03-2016,EUR,0.8866,19-03-2016
19-03-2016,GBP,0.6903,19-03-2016
20-03-2016,USD,1,20-03-2016
20-03-2016,CAD,1.2968,20-03-2016
20-03-2016,AUD,1.3125,20-03-2016
20-03-2016,EUR,0.8866,20-03-2016
20-03-2016,GBP,0.6903,20-03-2016
21-03-2016,USD,1,21-03-2016
21-03-2016,CAD,1.3045,21-03-2016
21-03-2016,AUD,1.3148,21-03-2016
21-03-2016,EUR,0.8872,21-03-2016
21-03-2016,GBP,0.6947,21-03-2016
22-03-2016,USD,1,22-03-2016
22-03-2016,CAD,1.3092,22-03-2016
22-03-2016,AUD,1.3156,22-03-2016
22-03-2016,EUR,0.8919,22-03-2016
22-03-2016,GBP,0.7027,22-03-2016
23-03-2016,USD,1,23-03-2016
23-03-2016,CAD,1.3138,23-03-2016
23-03-2016,AUD,1.3231,23-03-2016
23-03-2016,EUR,0.8952,23-03-2016
23-03-2016,GBP,0.7071,23-03-2016
24-03-2016,USD,1,24-03-2016
24-03-2016,CAD,1.3288,24-03-2016
24-03-2016,AUD,1.3321,24-03-2016
24-03-2016,EUR,0.8965,24-03-2016
24-03-2016,GBP,0.7077,24-03-2016
25-03-2016,USD,1,25-03-2016
25-03-2016,CAD,1.3288,25-03-2016
25-03-2016,AUD,1.3321,25-03-2016
25-03-2016,EUR,0.8965,25-03-2016
25-03-2016,GBP,0.7077,25-03-2016
26-03-2016,USD,1,26-03-2016
26-03-2016,CAD,1.3288,26-03-2016
26-03-2016,AUD,1.3321,26-03-2016
26-03-2016,EUR,0.8965,26-03-2016
26-03-2016,GBP,0.7077,26-03-2016
27-03-2016,USD,1,27-03-2016
27-03-2016,CAD,1.3288,27-03-2016
27-03-2016,AUD,1.3321,27-03-2016
27-03-2016,EUR,0.8965,27-03-2016
27-03-2016,GBP,0.7077,27-03-2016
28-03-2016,USD,1,28-03-2016
28-03-2016,CAD,1.3288,28-03-2016
28-03-2016,AUD,1.3321,28-03-2016
28-03-2016,EUR,0.8965,28-03-2016
28-03-2016,GBP,0.7077,28-03-2016
29-03-2016,USD,1,29-03-2016
29-03-2016,CAD,1.3169,29-03-2016
29-03-2016,AUD,1.3312,29-03-2016
29-03-2016,EUR,0.8933,29-03-2016
29-03-2016,GBP,0.7008,29-03-2016
30-03-2016,USD,1,30-03-2016
30-03-2016,CAD,1.303,30-03-2016
30-03-2016,AUD,1.304,30-03-2016
30-03-2016,EUR,0.8831,30-03-2016
30-03-2016,GBP,0.6939,30-03-2016
31-03-2016,USD,1,31-03-2016
31-03-2016,CAD,1.2945,31-03-2016
31-03-2016,AUD,1.3006,31-03-2016
31-03-2016,EUR,0.8783,31-03-2016
31-03-2016,GBP,0.6953,31-03-2016
04-01-2016,USD,1,04-01-2016
04-01-2016,CAD,1.3028,04-01-2016
04-01-2016,AUD,1.302,04-01-2016
04-01-2016,EUR,0.8747,04-01-2016
04-01-2016,GBP,0.6988,04-01-2016
04-02-2016,USD,1,04-02-2016
04-02-2016,CAD,1.3028,04-02-2016
04-02-2016,AUD,1.302,04-02-2016
04-02-2016,EUR,0.8747,04-02-2016
04-02-2016,GBP,0.6988,04-02-2016
04-03-2016,USD,1,04-03-2016
04-03-2016,CAD,1.3028,04-03-2016
04-03-2016,AUD,1.302,04-03-2016
04-03-2016,EUR,0.8747,04-03-2016
04-03-2016,GBP,0.6988,04-03-2016
04-04-2016,USD,1,04-04-2016
04-04-2016,CAD,1.3033,04-04-2016
04-04-2016,AUD,1.3108,04-04-2016
04-04-2016,EUR,0.8787,04-04-2016
04-04-2016,GBP,0.7007,04-04-2016
04-05-2016,USD,1,04-05-2016
04-05-2016,CAD,1.3168,04-05-2016
04-05-2016,AUD,1.3271,04-05-2016
04-05-2016,EUR,0.8797,04-05-2016
04-05-2016,GBP,0.7052,04-05-2016
04-06-2016,USD,1,04-06-2016
04-06-2016,CAD,1.3155,04-06-2016
04-06-2016,AUD,1.3258,04-06-2016
04-06-2016,EUR,0.8821,04-06-2016
04-06-2016,GBP,0.7128,04-06-2016
04-07-2016,USD,1,04-07-2016
04-07-2016,CAD,1.3117,04-07-2016
04-07-2016,AUD,1.3281,04-07-2016
04-07-2016,EUR,0.88,04-07-2016
04-07-2016,GBP,0.7104,04-07-2016
04-08-2016,USD,1,04-08-2016
04-08-2016,CAD,1.3078,04-08-2016
04-08-2016,AUD,1.3281,04-08-2016
04-08-2016,EUR,0.88,04-08-2016
04-08-2016,GBP,0.7105,04-08-2016
04-09-2016,USD,1,04-09-2016
04-09-2016,CAD,1.3078,04-09-2016
04-09-2016,AUD,1.3281,04-09-2016
04-09-2016,EUR,0.88,04-09-2016
04-09-2016,GBP,0.7105,04-09-2016
04-10-2016,USD,1,04-10-2016
04-10-2016,CAD,1.3078,04-10-2016
04-10-2016,AUD,1.3281,04-10-2016
04-10-2016,EUR,0.88,04-10-2016
04-10-2016,GBP,0.7105,04-10-2016
04-11-2016,USD,1,04-11-2016
04-11-2016,CAD,1.2989,04-11-2016
04-11-2016,AUD,1.3222,04-11-2016
04-11-2016,EUR,0.878,04-11-2016
04-11-2016,GBP,0.7029,04-11-2016
04-12-2016,USD,1,04-12-2016
04-12-2016,CAD,1.2876,04-12-2016
04-12-2016,AUD,1.3059,04-12-2016
04-12-2016,EUR,0.8775,04-12-2016
04-12-2016,GBP,0.7006,04-12-2016
13-04-2016,USD,1,13-04-2016
13-04-2016,CAD,1.2804,13-04-2016
13-04-2016,AUD,1.3071,13-04-2016
13-04-2016,EUR,0.8851,13-04-2016
13-04-2016,GBP,0.7027,13-04-2016
14-04-2016,USD,1,14-04-2016
14-04-2016,CAD,1.2828,14-04-2016
14-04-2016,AUD,1.2984,14-04-2016
14-04-2016,EUR,0.8887,14-04-2016
14-04-2016,GBP,0.7071,14-04-2016
15-04-2016,USD,1,15-04-2016
15-04-2016,CAD,1.2881,15-04-2016
15-04-2016,AUD,1.2981,15-04-2016
15-04-2016,EUR,0.8862,15-04-2016
15-04-2016,GBP,0.7052,15-04-2016
16-04-2016,USD,1,16-04-2016
16-04-2016,CAD,1.2881,16-04-2016
16-04-2016,AUD,1.2981,16-04-2016
16-04-2016,EUR,0.8862,16-04-2016
16-04-2016,GBP,0.7052,16-04-2016
17-04-2016,USD,1,17-04-2016
